player,team,gameInfo,salary,value,completionsAttempts,passingYards,passingTouchdowns,interceptionsThrown,rushingAttempts,rushingYards,rushingTouchdowns,receptions,targets,receivingYards,receivingTouchdowns,fantasy,positionRank,overallRank,opponentDefensiveRank
Jalen McMillan,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.65,30.95,229.79,1.91,44.08,115,266,
Roman Wilson,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.21,32.83,234.69,1.68,42.81,116,268,
Michael Gallup,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.61,32.97,219.79,1.78,42.46,117,269,
Devaughn Vele,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,20.03,32.73,215.53,1.67,41.25,118,272,
Kyle Philips,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,20.32,33.84,236.42,1.21,40.08,119,276,
Trey Palmer,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,17.18,28.14,188.3,1.58,36.4,120,280,
Cedrick Wilson,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,16.87,27.26,191.14,1.43,35.79,121,283,
Khadarel Hodge,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,15.56,27.31,207.86,1.21,35.49,122,285,
Skyy Moore,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,15.43,27.62,184.92,1.37,33.75,123,289,
A.T. Perry,Denver Broncos,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,13.71,23.01,180.49,1.48,33.44,124,291,
Greg Dortch,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,4.82,24.95,0.22,15,22.54,150,1.12,32.36,125,293,
Jahan Dotson,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,14.7,25,174.61,1.2,32.01,126,294,
Hunter Renfrow,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,18.19,27.07,180.24,0.86,31.26,127,296,
Tylan Wallace,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.78,20.86,160.56,1.49,31.05,128,297,
Simi Fehoko,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,13.63,22.54,163.8,1.23,30.24,129,298,
Malik Heath,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.55,21.97,139.9,1.18,27.01,130,307,
Russell Gage,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.96,20.5,145.07,1.01,26.87,131,308,
Jermaine Burton,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,11.76,19.55,143.04,1.06,26.2,132,310,
Casey Washington,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.58,21.86,141.27,1,26.08,133,311,
David Moore,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.05,21.68,149.53,0.76,25.2,134,314,
Malachi Corley,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.37,21.54,131.11,0.88,24.2,135,316,
Quez Watkins,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.58,16.9,127.56,0.78,22.39,136,325,
Erik Ezukanma,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.83,17.5,120.74,0.79,22.23,137,326,
Jamal Agnew,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.03,16.4,103.29,0.88,19.94,138,329,
Chris Blair,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9.42,16.4,106.15,0.73,19.37,139,330,
Parris Campbell,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.99,18.06,99.28,0.62,18.8,140,331,
John Metchie III,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9,15.01,102.37,0.73,18.8,140,331,
Sterling Shepard,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9.61,14.58,94.79,0.72,18.6,142,333,
Tim Jones,Minnesota Vikings,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,8.17,14.03,90.9,0.77,17.8,143,334,
Charlie Jones,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,8.12,13.04,95.75,0.64,17.46,144,335,
Devontez Walker,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.32,10.42,78.01,0.75,15.46,145,342,
Justin Watson,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.47,11.63,88.85,0.51,15.18,146,343,
Mecole Hardman,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.9,10.99,78.69,0.63,14.76,147,345,
Dee Eskridge,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,7.17,11.68,75.77,0.52,14.28,148,347,
Olamide Zaccheaus,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.66,11.25,79.87,0.44,13.62,149,351,
Ben Skowronek,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.47,10.95,72.17,0.52,13.57,150,352,
Bo Melton,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.19,10.99,73.84,0.55,13.5,151,353,
Mack Hollins,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.19,10.66,75.67,0.41,13.12,152,356,
Devin Duvernay,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,7,11.25,65.12,0.49,12.95,153,359,
Irvin Charles,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.5,11.38,69.96,0.46,12.67,154,362,
Maurice Alexander,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.38,11.25,70.36,0.42,12.41,155,363,
Samori Toure,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.29,11.25,69.84,0.41,12.25,156,364,
Tyler Scott,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.33,11.25,68.39,0.4,12.06,157,365,
Xavier Weaver,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,5.17,8.45,61.44,0.48,11.61,158,368,
KaVontae Turpin,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,4.43,22.36,0.17,3.48,6.04,39.95,0.24,10.09,159,372,
Kendric Pryor,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.9,6.52,42.8,0.34,8.27,160,384,
Isaiah Williams,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.9,6.52,42.34,0.34,8.22,161,386,
Trishton Jackson,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.43,5.65,40.68,0.34,7.82,162,388,
Jamari Thrash,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.6,5.9,46.37,0.22,7.76,163,389,
Jalen Brooks,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.43,6.04,39.4,0.24,7.09,164,395,
Michael Woods II,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.45,5.9,41.34,0.17,6.88,165,397,
Cody White,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.27,5.69,37.64,0.21,6.66,166,398,
Dareke Young,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.26,5.69,37.69,0.21,6.66,166,398,
